"outcome","topic_words","Estimate","Std..Error","t.value","Pr...t.."
"tx.inpatient","people, voices, control, phone, type",-0.0959813571626138,0.052034840003693,-1.84455947507097,0.0652431398601923
"tx.inpatient","voices, head, feel, hear, voice",0.0507025070209349,0.0423273925073854,1.19786511801047,0.231105422462047
"tx.inpatient","voices, hear, hearing, voice, real",0.1784402875402,0.0392532645782301,4.54587126593193,5.78368344810012e-06
"tx.inpatient","stuff, house, fucking, guy, started",0.410734980350508,0.0518595861261379,7.92013610273477,3.82025993752722e-15
"tx.inpatient","day, night, morning, sleep, medication",0.500278912147007,0.0471184107093454,10.6174827337243,1.10143430994727e-25
"tx.inpatient","god, church, people, life, world",0.921971879163382,0.0610004545351307,15.1141804793014,4.65356739379497e-49
"tx.inpatient","child, apartment, watching, 00, basically",1.07766543867867,0.0572494219582738,18.8240405198174,3.85175437459209e-73
"tx.inpatient","mental, people, life, illness, taking",1.20391925920254,0.049155265283271,24.4921729597962,1.14177020755262e-116
